,danceability,energy,speechiness,acousticness,valence,tempo_scale,reggaeton
964,0.385,0.759,0.0436,0.00111,0.142,0.5565578266723553,0
965,0.688,0.71,0.0245,0.15,0.66,0.42346200943046,0
966,0.751,0.62,0.0451,0.716,0.473,0.600895395032109,0
967,0.363,0.902,0.0403,0.00288,0.443,0.559721629663285,0
968,0.612,0.693,0.125,0.423,0.35,0.24100864920572473,0
969,0.58,0.801,0.0385,0.00224,0.688,0.46463023398844183,0
970,0.482,0.751,0.0341,0.39,0.332,0.27383795344610734,0
971,0.758,0.935,0.0517,0.42,0.422,0.5030668388011902,0
975,0.822,0.661,0.0342,0.109,0.886,0.384366048127483,0
976,0.567,0.597,0.0301,0.00299,0.773,0.680561173322104,0
977,0.537,0.502,0.025,0.44,0.288,0.2600413344488832,0
978,0.498,0.463,0.0386,0.582,0.247,0.5976318574460187,0
979,0.559,0.711,0.0269,0.333,0.769,0.6779459106045579,0
980,0.485,0.791,0.0358,0.00433,0.431,0.4903673003507333,0
981,0.679,0.368,0.0251,0.689,0.736,0.39534793521683964,0
982,0.522,0.869,0.0422,0.000355,0.584,0.5063580804414918,0
983,0.504,0.455,0.0261,0.03,0.3,0.633198322242477,0
984,0.444,0.471,0.0322,0.00161,0.205,0.23690290837161104,0
986,0.552,0.886,0.0362,0.116,0.829,0.5237063591886038,0
987,0.732,0.94,0.0537,0.0432,0.925,0.4989777203996033,0
989,0.575,0.796,0.0286,0.0014,0.456,0.4785210467699843,0
990,0.511,0.943,0.0623,0.00305,0.413,0.5674233567340244,0
991,0.724,0.856,0.0283,0.0653,0.891,0.5331091151879167,0
992,0.71,0.787,0.0279,0.0891,0.874,0.4677718737360025,0
993,0.839,0.859,0.0394,0.286,0.967,0.4985621595864339,0
994,0.593,0.926,0.0322,0.242,0.961,0.39492129278198573,0
995,0.589,0.901,0.0311,0.02,0.795,0.5119542993921731,0
996,0.591,0.777,0.0401,0.494,0.621,0.49692762038796756,0
999,0.63,0.5,0.0337,0.29,0.526,0.5884562746912383,0
1000,0.695,0.947,0.112,0.116,0.4,0.491946431440777,0
1001,0.633,0.787,0.0453,0.0174,0.923,0.6580931853567451,0
1002,0.646,0.698,0.0833,0.117,0.803,0.24429989084602644,0
1003,0.808,0.737,0.0365,0.00959,0.923,0.5471384482405155,0
1005,0.58,0.929,0.0388,0.0629,0.884,0.3402944386881577,0
1006,0.668,0.757,0.0405,0.0128,0.912,0.49154749306013445,0
1007,0.635,0.888,0.0481,0.0338,0.881,0.6104422121133207,0
1008,0.523,0.933,0.0366,0.000502,0.726,0.40129876606142545,0
1010,0.553,0.344,0.0292,0.297,0.293,0.2983892862881554,0
1011,0.698,0.403,0.0868,0.308,0.522,0.36712304478637403,0
1012,0.667,0.695,0.0275,0.0151,0.532,0.4878019049307676,0
1015,0.634,0.305,0.0394,0.873,0.238,0.4454257836091733,0
1016,0.603,0.332,0.0412,0.792,0.492,0.7774921181965769,0
1018,0.411,0.545,0.0357,0.771,0.724,0.345186974661872,0
1020,0.531,0.116,0.0548,0.934,0.176,0.46481862155707865,0
1021,0.585,0.397,0.0528,0.782,0.226,0.2950925038370115,0
1022,0.596,0.415,0.0278,0.401,0.15,0.24587902193607009,0
1023,0.427,0.304,0.0307,0.783,0.28,0.24718665329484318,0
1024,0.667,0.429,0.062,0.886,0.376,0.24119703677436155,0
1025,0.706,0.328,0.0326,0.523,0.593,0.2903883554319339,0
1026,0.658,0.336,0.0624,0.751,0.49,0.3219044875027012,0
1028,0.601,0.372,0.0292,0.835,0.444,0.6233800054299947,0
1029,0.766,0.552,0.0862,0.408,0.519,0.37852603349974234,0
1031,0.725,0.161,0.0391,0.95,0.0879,0.434815130846248,0
1032,0.678,0.346,0.0345,0.848,0.461,0.567434438355709,0
1033,0.628,0.248,0.032,0.814,0.646,0.5081976296411217,0
1035,0.487,0.25,0.0289,0.807,0.496,0.3825098764953263,0
1036,0.806,0.264,0.0415,0.879,0.438,0.4673286088686218,0
1037,0.57,0.468,0.047,0.758,0.335,0.5777735913873636,0
1038,0.528,0.291,0.0401,0.914,0.355,0.23950708946747268,0
1039,0.585,0.103,0.0309,0.801,0.179,0.5511887809662065,0
1040,0.547,0.325,0.0307,0.945,0.218,0.5316130962605068,0
1041,0.547,0.197,0.0303,0.941,0.402,0.5555826439641177,0
1042,0.395,0.265,0.0531,0.941,0.249,0.942807750486206,0
1044,0.52,0.172,0.0343,0.972,0.0746,0.18521822483502237,0
1045,0.517,0.25,0.0355,0.919,0.249,0.3826040702796447,0
1046,0.384,0.422,0.062,0.493,0.333,0.2865153286531951,0
1047,0.614,0.28,0.0352,0.598,0.568,0.3582023393303376,0
1048,0.449,0.508,0.116,0.706,0.569,0.964333800608381,0
1049,0.657,0.192,0.0365,0.894,0.305,0.5347325727646983,0
1050,0.535,0.243,0.0357,0.983,0.29,0.41002000232714053,0
1051,0.339,0.39,0.0377,0.866,0.228,0.7318967857756303,0
1052,0.456,0.379,0.0364,0.902,0.338,0.5103419234370757,0
1054,0.54,0.475,0.0302,0.741,0.12,0.24066511893350467,0
1055,0.54,0.0657,0.0322,0.905,0.197,0.6317577114234898,0
1056,0.46,0.319,0.0356,0.861,0.329,0.6216014051496295,0
1057,0.305,0.275,0.0358,0.791,0.137,0.7841521728289718,0
1058,0.325,0.201,0.0282,0.758,0.172,0.2675657555726705,0
1059,0.666,0.355,0.0373,0.847,0.661,0.3124186193407543,0
1060,0.677,0.518,0.0289,0.463,0.527,0.34039417328331834,0
1061,0.534,0.332,0.0374,0.837,0.509,0.42770627053563015,0
1062,0.637,0.263,0.0399,0.873,0.487,0.3537475274131616,0
1063,0.656,0.349,0.0289,0.784,0.289,0.46790485319621666,0
1064,0.623,0.494,0.0313,0.496,0.563,0.3600252660974407,0
1065,0.543,0.633,0.488,0.912,0.188,0.339723735171405,0
1066,0.698,0.292,0.0974,0.0386,0.739,0.2644019525817408,0
1068,0.744,0.245,0.0642,0.166,0.876,0.6671302478404689,0
1069,0.769,0.277,0.095,0.897,0.641,0.262479291219477,0
1070,0.703,0.273,0.0751,0.892,0.658,0.2573540411903878,0
1072,0.73,0.214,0.0596,0.0797,0.627,0.2846757794535652,0
1073,0.645,0.713,0.0437,0.0135,0.507,0.3296117553842829,0
1075,0.6,0.587,0.0302,0.604,0.694,0.7461366696402353,0
1076,0.768,0.337,0.0488,0.683,0.672,0.3464114938580112,0
1077,0.71,0.375,0.225,0.021,0.475,0.765091783531602,0
1079,0.734,0.354,0.0352,0.135,0.376,0.3129117515057153,0
1080,0.663,0.096,0.0961,0.614,0.817,0.26818632638700346,0
1081,0.783,0.407,0.0552,0.107,0.633,0.30157525252245415,0
1082,0.706,0.319,0.0659,0.0941,0.545,0.7577225051113979,0
1083,0.841,0.436,0.094,0.0412,0.675,0.28471456512946103,0
1084,0.852,0.46,0.197,0.0674,0.731,0.2959734927609306,0
1085,0.866,0.436,0.0312,0.752,0.829,0.29019996786329705,0
1087,0.813,0.276,0.0379,0.887,0.471,0.5464513876960755,0
1088,0.713,0.101,0.0716,0.981,0.725,0.17607588694529558,0
1089,0.745,0.369,0.0744,0.43,0.439,0.5818460873564237,0
1090,0.724,0.18,0.0568,0.286,0.832,0.26209143446051897,0
1091,0.691,0.411,0.0894,0.895,0.311,0.6900027149973128,0
1092,0.838,0.232,0.349,0.397,0.53,0.6229145773192449,0
1093,0.7,0.452,0.0529,0.578,0.563,0.26773752070878054,0
1094,0.784,0.445,0.0895,0.526,0.652,0.30159741576582316,0
1095,0.614,0.277,0.042,0.967,0.236,0.28457050404756234,0
1096,0.857,0.146,0.33,0.838,0.776,0.2732783315510392,0
1098,0.741,0.528,0.0463,0.134,0.461,0.3180868688323849,0
1099,0.825,0.472,0.069,0.0137,0.831,0.32377174075654236,0
1100,0.737,0.417,0.105,0.895,0.713,0.3310966926900082,0
1104,0.674,0.522,0.57,0.904,0.927,0.7577668315981361,0
1106,0.875,0.244,0.166,0.967,0.48,0.268347009901429,0
1107,0.585,0.406,0.0582,0.946,0.855,0.20737038658237245,0
1108,0.539,0.542,0.0479,0.645,0.493,0.2558247773979244,0
1109,0.863,0.447,0.0496,0.44,0.786,0.5896586306440085,0
1110,0.568,0.404,0.175,0.258,0.646,0.2461172768022873,0
1111,0.585,0.483,0.0311,0.437,0.924,0.7775863119808953,0
1112,0.78,0.54,0.0471,0.0573,0.843,0.7670809346239728,0
1115,0.706,0.0609,0.154,0.742,0.465,0.26368718798308943,0
1116,0.741,0.219,0.0813,0.853,0.519,0.678954338177849,0
1117,0.573,0.507,0.305,0.379,0.318,0.5665756126751589,0
1118,0.809,0.433,0.068,0.0212,0.393,0.29595687032840384,0
1119,0.898,0.287,0.394,0.444,0.311,0.31850797045639656,0
1121,0.617,0.164,0.188,0.899,0.733,0.6443852193329972,0
1122,0.562,0.136,0.403,0.879,0.177,0.6803173776450445,0
1123,0.622,0.271,0.0564,0.645,0.571,0.2387258351387142,0
1124,0.499,0.285,0.415,0.921,0.715,0.24847212141024716,0
1125,0.685,0.364,0.0724,0.985,0.801,0.30767568525978095,0
1126,0.61,0.369,0.31,0.117,0.329,0.2604901401271062,0
1127,0.527,0.102,0.127,0.012,0.11,0.687692196876091,0
1128,0.797,0.355,0.138,0.633,0.604,0.26854647909175033,0
1129,0.84,0.425,0.0871,0.262,0.539,0.3290742967325838,0
1130,0.782,0.127,0.668,0.939,0.39,0.27931227455825886,0
1131,0.555,0.159,0.294,0.969,0.771,0.28084707916156454,0
1132,0.781,0.241,0.0523,0.252,0.434,0.611306578604713,0
1135,0.803,0.747,0.0573,0.487,0.296,0.2550490638800082,0
1137,0.738,0.737,0.347,0.924,0.851,0.37855927836479586,0
1138,0.81,0.372,0.0451,0.859,0.707,0.2751622072374071,0
1139,0.771,0.403,0.04,0.577,0.395,0.26855201990259253,0
1140,0.463,0.305,0.0306,0.892,0.505,0.7993007496717071,0
1141,0.61,0.441,0.0371,0.411,0.753,0.8135129294821005,0
1142,0.578,0.764,0.103,0.0412,0.679,0.29058782462225524,0
1143,0.859,0.454,0.398,0.903,0.947,0.32901334781331903,0
1144,0.659,0.45,0.309,0.161,0.383,0.8020545326603095,0
1145,0.642,0.633,0.0559,0.106,0.703,0.7892885044797455,0
1146,0.681,0.226,0.0446,0.678,0.604,0.33480903595432154,0
1147,0.602,0.656,0.0483,0.805,0.344,0.2847921364812526,0
1148,0.537,0.478,0.111,0.0665,0.957,0.29379595409992293,0
1151,0.727,0.539,0.0623,0.65,0.465,0.32366646535053945,0
1153,0.696,0.259,0.091,0.0662,0.413,0.33616099379983266,0
1154,0.692,0.319,0.0517,0.00891,0.355,0.3245862399503543,0
1155,0.466,0.377,0.0428,0.616,0.606,0.2048216135949335,0
1156,0.785,0.474,0.0755,0.619,0.563,0.2572321433518581,0
1157,0.61,0.5,0.0536,0.691,0.478,0.2300710886031062,0
1158,0.79,0.534,0.0451,0.459,0.884,0.28483092215714845,0
1160,0.62,0.431,0.0349,0.415,0.144,0.2068772544174114,0
1161,0.578,0.473,0.127,0.679,0.168,0.27361078020157464,0
1162,0.849,0.17,0.12,0.701,0.545,0.7228431008593798,0
1163,0.759,0.419,0.0443,0.774,0.251,0.2572653882169117,0
1164,0.656,0.325,0.141,0.954,0.751,0.21621906149745956,0
1165,0.446,0.278,0.0317,0.94,0.203,0.5069343247690866,0
1166,0.325,0.18,0.0311,0.91,0.0997,0.21518847068079938,0
1169,0.726,0.185,0.0343,0.768,0.45,0.5017592074424171,0
1170,0.465,0.278,0.0349,0.846,0.279,0.49361421550429685,0
1171,0.779,0.365,0.0361,0.885,0.445,0.40066711362540797,0
1172,0.384,0.366,0.0329,0.371,0.199,0.5793194776123537,0
1173,0.349,0.33,0.0357,0.891,0.16,0.23898071243745805,0
1174,0.544,0.479,0.0279,0.747,0.434,0.46840906698286233,0
1175,0.325,0.201,0.0282,0.758,0.172,0.2675657555726705,0
1176,0.682,0.153,0.0406,0.887,0.389,0.44588013009823857,0
1178,0.55,0.223,0.0324,0.963,0.275,0.3671618304622698,0
1179,0.339,0.143,0.0317,0.921,0.0948,0.37474720050532195,0
1180,0.454,0.207,0.0382,0.891,0.337,0.26874040747122935,0
1181,0.712,0.102,0.0522,0.899,0.38,0.39224508114517476,0
1182,0.416,0.418,0.0361,0.0633,0.285,0.43230514353470484,0
1184,0.731,0.298,0.0313,0.353,0.317,0.45707256799960105,0
1185,0.729,0.267,0.0311,0.794,0.75,0.4787593016362014,0
1186,0.668,0.174,0.0399,0.759,0.294,0.45193069553798504,0
1188,0.67,0.306,0.0366,0.8,0.61,0.5893760492910534,0
1190,0.402,0.211,0.0345,0.958,0.366,0.5936812593154882,0
1191,0.608,0.517,0.0275,0.186,0.613,0.6114894253625075,0
1195,0.681,0.233,0.0297,0.918,0.3,0.28632140027371605,0
1196,0.276,0.347,0.031,0.312,0.519,0.7926573174718389,0
1197,0.34,0.37,0.0395,0.919,0.0434,0.34960854171399447,0
1198,0.366,0.323,0.026,0.877,0.266,0.35531003607067857,0
1199,0.574,0.4,0.0273,0.569,0.512,0.6230032302927211,0
1202,0.6,0.58,0.027,0.0919,0.596,0.5946398195911989,0
1203,0.578,0.481,0.0317,0.431,0.548,0.5335911657311931,0
1204,0.188,0.126,0.0437,0.938,0.116,0.8117232475800509,0
1206,0.205,0.32,0.0285,0.913,0.294,0.7418591636700115,0
1208,0.398,0.153,0.0427,0.945,0.506,0.6283113270796048,0
1210,0.321,0.22,0.0352,0.828,0.301,0.6840740473960959,0
1211,0.27,0.329,0.032,0.871,0.169,0.7184049113747305,0
1212,0.577,0.72,0.0324,0.00475,0.392,0.4230907751040287,0
1213,0.345,0.418,0.0316,0.299,0.267,0.4181372902110495,0
1214,0.339,0.426,0.0543,0.317,0.285,0.21534915419522488,0
1215,0.57,0.438,0.0262,0.149,0.531,0.40373118202117697,0
1216,0.413,0.339,0.0349,0.843,0.199,0.4596601266629359,0
1217,0.765,0.38,0.0348,0.764,0.201,0.49005147413272454,0
1219,0.378,0.368,0.0299,0.874,0.157,0.6298516724937527,0
1220,0.48,0.709,0.0266,0.0021,0.929,0.35912765474099484,0
1221,0.463,0.94,0.0425,0.00135,0.704,0.5815136387058882,0
1222,0.507,0.113,0.0429,0.797,0.207,0.4703594323993373,0
1224,0.454,0.31,0.0271,0.54,0.274,0.3705029394001518,0
1225,0.464,0.305,0.0316,0.936,0.282,0.4136326109962931,0
1226,0.551,0.114,0.0451,0.977,0.124,0.202583126014661,0
1227,0.452,0.109,0.0471,0.977,0.139,0.5136941139966423,0
1228,0.427,0.114,0.0509,0.843,0.114,0.14907551571096916,0
1229,0.464,0.0266,0.0532,0.987,0.0659,0.5507233528554569,0
1231,0.443,0.0711,0.0486,0.989,0.596,0.7836978263399066,0
1232,0.698,0.278,0.0508,0.572,0.77,0.26318851500728613,0
1233,0.577,0.347,0.0443,0.958,0.162,0.20949805794579973,0
1234,0.517,0.335,0.0405,0.569,0.203,0.44507671252611114,0
1235,0.455,0.449,0.0438,0.995,0.146,0.5142426542700258,0
1236,0.487,0.145,0.0522,0.876,0.142,0.42417677402911147,0
1237,0.508,0.15,0.0418,0.99,0.252,0.7745000803417573,0
1238,0.422,0.261,0.0337,0.938,0.177,0.45189190986208916,0
1239,0.552,0.171,0.0544,0.955,0.152,0.381324142975083,0
1240,0.611,0.24,0.0387,0.951,0.586,0.3815236121654043,0
1244,0.6,0.177,0.0561,0.989,0.56,0.4790086381241031,0
1247,0.42,0.0802,0.04,0.905,0.0541,0.4901512087278852,0
1248,0.372,0.187,0.0323,0.942,0.217,0.2036525025072169,0
1249,0.32,0.0675,0.0395,0.994,0.0784,0.16460086769097787,0
1250,0.461,0.372,0.0327,0.828,0.302,0.4782107613628178,0
1253,0.409,0.132,0.0397,0.942,0.076,0.5761002665130015,0
1254,0.478,0.0294,0.0453,0.993,0.148,0.5027066860964433,0
1255,0.392,0.119,0.039,0.959,0.179,0.3895577878866793,0
1256,0.456,0.222,0.0354,0.938,0.15,0.4385330149214035,0
1258,0.513,0.292,0.065,0.935,0.229,0.39651150549371394,0
1259,0.424,0.345,0.0464,0.699,0.661,0.6114672621191386,0
1260,0.538,0.52,0.0408,0.715,0.764,0.2783537142825481,0
1261,0.433,0.367,0.0394,0.767,0.616,0.6284775514048726,0
1262,0.397,0.534,0.031,0.48,0.468,0.3811690002714997,0
1263,0.445,0.507,0.028,0.827,0.352,0.5019420542002117,0
1265,0.375,0.332,0.0335,0.828,0.222,0.6162434410651655,0
1266,0.609,0.88,0.0534,0.545,0.942,0.36338853827869166,0
1269,0.616,0.653,0.0413,0.469,0.904,0.3860504546235296,0
1270,0.708,0.629,0.0351,0.742,0.915,0.3428210484322275,0
1271,0.6,0.778,0.0372,0.618,0.929,0.38912006383014086,0
1273,0.812,0.679,0.0559,0.68,0.852,0.31524443287030623,0
1277,0.509,0.695,0.0363,0.381,0.912,0.3771408307891777,0
1278,0.746,0.501,0.0414,0.735,0.918,0.319760193706747,0
1279,0.592,0.717,0.0693,0.574,0.744,0.3526781509206057,0
1280,0.595,0.796,0.0429,0.579,0.884,0.4149901096526466,0
1282,0.734,0.626,0.0357,0.488,0.875,0.34213952869862974,0
1283,0.726,0.692,0.0858,0.308,0.884,0.8937217072346368,0
1284,0.768,0.646,0.0491,0.359,0.839,0.31778212423606067,0
1286,0.639,0.786,0.0414,0.423,0.908,0.3605904288033511,0
1287,0.721,0.737,0.0457,0.565,0.908,0.32243086453271574,0
1288,0.569,0.631,0.0627,0.789,0.886,0.37884740052859334,0
1289,0.698,0.89,0.0461,0.589,0.963,0.3598313377179616,0
1290,0.555,0.557,0.0365,0.664,0.701,0.32448650535519363,0
1291,0.606,0.528,0.0473,0.311,0.942,0.798336648585154,0
1292,0.753,0.719,0.0359,0.632,0.884,0.32400999562275945,0
1293,0.484,0.687,0.0363,0.213,0.781,0.39884972766914706,0
1294,0.55,0.895,0.0426,0.675,0.829,0.4084796569129927,0
1295,0.759,0.688,0.0789,0.696,0.964,0.3747749045595332,0
1296,0.682,0.805,0.0591,0.309,0.964,0.7923691953080414,0
1297,0.593,0.75,0.0505,0.65,0.965,0.37218180508535614,0
1298,0.719,0.878,0.0537,0.628,0.918,0.3576094725702159,0
1299,0.483,0.892,0.0793,0.416,0.839,0.8074956089074075,0
1300,0.549,0.874,0.0595,0.822,0.874,0.4118761739592972,0
1301,0.598,0.545,0.0484,0.326,0.919,0.7808720128103546,0
1303,0.722,0.813,0.041,0.575,0.768,0.2676488677353044,0
1304,0.702,0.524,0.0372,0.428,0.792,0.2901888862416126,0
1305,0.786,0.625,0.0355,0.523,0.895,0.31488428016555947,0
1306,0.743,0.918,0.0448,0.524,0.964,0.3257165653621751,0
1307,0.747,0.68,0.0393,0.587,0.941,0.7669812000288121,0
1308,0.528,0.608,0.0431,0.691,0.869,0.3107951617639726,0
1309,0.516,0.601,0.0449,0.464,0.642,0.39657245441297884,0
1311,0.768,0.857,0.0571,0.482,0.965,0.3404218773375296,0
1312,0.705,0.556,0.0412,0.538,0.957,0.3337895267593459,0
1313,0.633,0.516,0.0582,0.097,0.943,0.30936009175582757,0
1316,0.772,0.645,0.0465,0.66,0.968,0.33409427135567016,0
1317,0.582,0.881,0.0526,0.127,0.897,0.3662088109974013,0
1318,0.667,0.524,0.0402,0.765,0.814,0.3754342610497621,0
1319,0.649,0.546,0.0429,0.626,0.813,0.37626538267610077,0
1321,0.641,0.879,0.074,0.341,0.924,0.32935687808553904,0
1322,0.551,0.757,0.0517,0.447,0.859,0.3434637824899295,0
1327,0.67,0.718,0.0353,0.647,0.844,0.3617318358368564,0
1328,0.766,0.767,0.039,0.554,0.928,0.31614758503759444,0
1329,0.699,0.638,0.0423,0.534,0.941,0.3634882728738523,0
1330,0.581,0.482,0.0542,0.49,0.921,0.3945555992663966,0
1331,0.552,0.79,0.0363,0.522,0.939,0.4010992968711041,0
1332,0.561,0.626,0.0404,0.556,0.947,0.7642163354185251,0
1333,0.473,0.483,0.0515,0.414,0.897,0.8667490400545215,0
1334,0.593,0.599,0.032,0.71,0.947,0.3339945367605095,0
1335,0.801,0.629,0.0539,0.726,0.873,0.2908371611101569,0
1336,0.711,0.774,0.0584,0.479,0.722,0.3141418115126968,0
1337,0.634,0.641,0.0687,0.817,0.962,0.38036004188853,0
1338,0.678,0.621,0.0375,0.608,0.89,0.3261155037428177,0
1339,0.654,0.72,0.0395,0.69,0.678,0.3675330647887012,0
1340,0.735,0.775,0.0572,0.638,0.94,0.3556147806670028,0
1342,0.657,0.693,0.065,0.527,0.75,0.3319167326946626,0
1343,0.646,0.879,0.0446,0.533,0.835,0.3464225754796957,0
1344,0.604,0.909,0.042,0.233,0.956,0.3516475601039456,0
1345,0.531,0.786,0.0683,0.773,0.91,0.35699998337756744,0
1346,0.656,0.634,0.0417,0.719,0.948,0.3703921231833067,0
1347,0.5,0.734,0.0429,0.553,0.924,0.37342848752486435,0
1350,0.566,0.486,0.0466,0.551,0.68,0.29570199302966,0
1351,0.546,0.528,0.0438,0.713,0.661,0.3290188886241612,0
1355,0.712,0.855,0.0985,0.613,0.943,0.3451149441209226,0
1356,0.627,0.488,0.0829,0.271,0.88,0.36963857290875946,0
1357,0.642,0.601,0.0335,0.748,0.942,0.3667241064057314,0
1358,0.643,0.828,0.0333,0.19,0.899,0.3571107995944126,0
1359,0.542,0.656,0.0379,0.71,0.945,0.3879398711207398,0
1360,0.702,0.763,0.0375,0.745,0.956,0.3140697809717474,0
1362,0.543,0.663,0.0451,0.327,0.85,0.31624177882191273,0
1364,0.519,0.631,0.0437,0.545,0.922,0.8618731265133339,0
1365,0.565,0.805,0.079,0.621,0.923,0.3446273527668039,0
1367,0.708,0.802,0.0625,0.119,0.913,0.35714404445946624,0
1368,0.688,0.845,0.0631,0.163,0.667,0.36797632965608185,0
1369,0.579,0.815,0.0418,0.351,0.381,0.34056039760858603,0
1370,0.378,0.507,0.0393,0.649,0.377,0.4489441984940076,0
1371,0.832,0.664,0.0976,0.0545,0.526,0.39591309792275,0
1372,0.811,0.857,0.0588,0.428,0.849,0.47884795460967755,0
1373,0.788,0.871,0.0583,0.138,0.954,0.4512713390477563,0
1374,0.373,0.797,0.107,0.308,0.349,0.95471495298622,0
1375,0.737,0.65,0.0453,0.0401,0.812,0.3292903883554319,0
1376,0.439,0.0357,0.0452,0.943,0.256,0.36052947988408623,0
1378,0.718,0.821,0.036,0.0173,0.921,0.44565849766454824,0
1379,0.691,0.779,0.0427,0.218,0.824,0.37352268130918276,0
1380,0.856,0.754,0.0721,0.846,0.809,0.5340067265443624,0
1381,0.669,0.266,0.0324,0.949,0.325,0.5341563284371035,0
1382,0.535,0.635,0.144,0.276,0.662,0.2736551066883128,0
1383,0.599,0.664,0.0309,0.393,0.758,0.6171576748541381,0
1384,0.701,0.587,0.0478,0.229,0.906,0.38474836407559887,0
1385,0.459,0.789,0.0515,0.236,0.932,0.6184542245912267,0
1387,0.71,0.74,0.0513,0.512,0.845,0.35135389712930587,0
1388,0.535,0.448,0.0255,0.724,0.116,0.35141484604857076,0
1389,0.546,0.492,0.0248,0.711,0.43,0.24049335379739473,0
1391,0.732,0.807,0.0355,0.298,0.509,0.5783110500390627,0
1392,0.58,0.571,0.0311,0.174,0.179,0.43802880113475806,0
1393,0.7,0.738,0.0665,0.785,0.36,0.3654663423445387,0
1394,0.275,0.488,0.0353,0.454,0.238,0.48726998708991076,0
1395,0.788,0.455,0.0447,0.873,0.577,0.5618160561616586,0
1396,0.341,0.807,0.0813,0.269,0.391,0.5191850575413206,0
1397,0.5,0.279,0.0375,0.925,0.0986,0.5497038436604812,0
1398,0.569,0.561,0.0737,0.93,0.512,0.2833293624188964,0
1399,0.375,0.381,0.0326,0.845,0.124,0.660896835642928,0
1400,0.459,0.323,0.0308,0.906,0.0755,0.3432476908670815,0
1402,0.755,0.74,0.0321,0.128,0.822,0.5783055092282204,0
1403,0.785,0.835,0.0356,0.26,0.681,0.44000132979460216,0
1404,0.715,0.592,0.0338,0.0218,0.424,0.5511832401553644,0
1405,0.762,0.526,0.0326,0.522,0.619,0.31273444555876306,0
1406,0.63,0.659,0.0296,0.25,0.435,0.39830672820660573,0
1408,0.635,0.852,0.0512,0.0669,0.518,0.35723823824378453,0
1409,0.656,0.708,0.0273,0.201,0.861,0.4843555205868827,0
1410,0.773,0.853,0.0274,0.229,0.83,0.47856537325672244,0
1411,0.687,0.456,0.0339,0.473,0.491,0.317638063154162,0
1412,0.742,0.62,0.0334,0.334,0.686,0.4788922810964157,0
1413,0.696,0.493,0.0366,0.585,0.294,0.22410917613683584,0
1415,0.437,0.155,0.0311,0.828,0.294,0.37037550075077985,0
1416,0.687,0.456,0.0339,0.473,0.491,0.317638063154162,0
1417,0.742,0.62,0.0334,0.334,0.686,0.4788922810964157,0
1418,0.696,0.493,0.0366,0.585,0.294,0.22410917613683584,0
1420,0.437,0.155,0.0311,0.828,0.294,0.37037550075077985,0
1421,0.608,0.744,0.0313,0.194,0.394,0.31822538910344145,0
1422,0.596,0.626,0.0341,0.0205,0.739,0.5426947179450241,0
1425,0.564,0.284,0.174,0.815,0.376,0.9205226092786418,0
1426,0.395,0.286,0.0416,0.952,0.332,0.27940092753173495,0
1428,0.588,0.32,0.238,0.936,0.201,0.44269970467478215,0
1429,0.467,0.362,0.0422,0.829,0.112,0.31831958288775974,0
1430,0.785,0.835,0.0356,0.26,0.681,0.44000132979460216,0
1431,0.656,0.708,0.0273,0.201,0.861,0.4843555205868827,0
1432,0.437,0.155,0.0311,0.828,0.294,0.37037550075077985,0
1433,0.687,0.456,0.0339,0.473,0.491,0.317638063154162,0
1434,0.762,0.526,0.0326,0.522,0.619,0.31273444555876306,0
1436,0.63,0.659,0.0296,0.25,0.435,0.39830672820660573,0
1438,0.86,0.593,0.064,0.177,0.943,0.482155818682506,0
1439,0.596,0.626,0.0341,0.0205,0.739,0.5426947179450241,0
1440,0.781,0.56,0.0491,0.239,0.696,0.27362740263410146,0
1443,0.513,0.461,0.0287,0.267,0.307,0.5683819170097352,0
1444,0.656,0.747,0.0301,0.212,0.742,0.6446733414967947,0
1445,0.747,0.567,0.0276,0.307,0.685,0.2738989023653721,0
1446,0.803,0.723,0.0277,0.088,0.742,0.3457299741244133,0
1447,0.69,0.76,0.0396,0.0582,0.628,0.3512098360474072,0
1448,0.732,0.735,0.0703,0.0893,0.861,0.3328919154029001,0
1449,0.489,0.587,0.0271,0.148,0.659,0.8111137583874024,0
1450,0.693,0.656,0.0775,0.0861,0.583,0.7340022938956886,0
1451,0.717,0.705,0.0271,0.0113,0.643,0.39894392145346547,0
1452,0.447,0.491,0.0271,0.756,0.218,0.5689914062023838,0
1453,0.612,0.58,0.0348,0.732,0.944,0.5193346594340617,0
1456,0.511,0.769,0.042,0.181,0.818,0.5323500241025272,0
1458,0.489,0.866,0.0933,0.753,0.416,0.5820677197901141,0
1460,0.691,0.507,0.0343,0.627,0.885,0.5260390405531945,0
1461,0.438,0.805,0.0624,0.00255,0.564,0.4414585630461162,0
1462,0.551,0.293,0.0272,0.486,0.322,0.40569262905933656,0
1464,0.431,0.678,0.0365,0.7,0.633,0.5670465815967509,0
1465,0.594,0.885,0.272,0.789,0.822,0.457521373677824,0
1466,0.433,0.478,0.0336,0.759,0.751,0.48962483169787063,0
1469,0.638,0.428,0.0687,0.252,0.901,0.5865225317072901,0
1470,0.443,0.727,0.145,0.263,0.566,0.7050183123798336,0
1471,0.654,0.483,0.0509,0.709,0.604,0.4825713794956754,0
1474,0.641,0.703,0.0518,0.397,0.722,0.5293635270585497,0
1475,0.572,0.418,0.0349,0.635,0.694,0.39332553925941527,0
1476,0.44,0.466,0.0284,0.17,0.543,0.41093423611611324,0
